goal,dimension,region_id,score
AO,future,0,69.81
AO,future,1,71.1
AO,future,2,60.84
AO,future,3,74.84
AO,future,4,46.51
AO,future,5,88.35
AO,future,6,82.09
AO,pressures,1,38.34
AO,pressures,2,38.99
AO,pressures,3,50.33
AO,pressures,4,58.42
AO,pressures,5,24.96
AO,pressures,6,34.04
AO,resilience,1,75.2
AO,resilience,2,71.77
AO,resilience,3,71.53
AO,resilience,4,71.28
AO,resilience,5,75.64
AO,resilience,6,69.66
AO,score,0,67.7
AO,score,1,67.12
AO,score,2,60.98
AO,score,3,72.03
AO,score,4,50.64
AO,score,5,78.26
AO,score,6,78.12
AO,status,0,65.59
AO,status,1,63.14
AO,status,2,61.11
AO,status,3,69.21
AO,status,4,54.77
AO,status,5,68.17
AO,status,6,74.15
AO,trend,1,0.01
AO,trend,2,-0.17
AO,trend,3,0.02
AO,trend,4,-0.29
AO,trend,5,0.19
AO,trend,6,-0.02
BD,future,0,56.34
BD,future,1,66.02
BD,future,2,56.04
BD,future,3,59.82
BD,future,4,55.38
BD,future,5,54.03
BD,future,6,38.06
BD,pressures,1,
BD,pressures,2,
BD,pressures,3,
BD,pressures,4,
BD,pressures,5,
BD,pressures,6,
BD,resilience,1,
BD,resilience,2,
BD,resilience,3,
BD,resilience,4,
BD,resilience,5,
BD,resilience,6,
BD,score,0,60.47
BD,score,1,69
BD,score,2,62.23
BD,score,3,63.1
BD,score,4,58.35
BD,score,5,59.67
BD,score,6,43.25
BD,status,0,64.6
BD,status,1,71.98
BD,status,2,68.42
BD,status,3,66.39
BD,status,4,61.33
BD,status,5,65.31
BD,status,6,48.44
BD,trend,1,-0.24
BD,trend,2,-0.37
BD,trend,3,-0.21
BD,trend,4,-0.31
BD,trend,5,-0.3
BD,trend,6,-0.35
CP,future,0,51.23
CP,future,1,32.77
CP,future,2,42.96
CP,future,3,54.63
CP,future,4,69.2
CP,future,5,48.22
CP,future,6,35.38
CP,pressures,1,71.97
CP,pressures,2,45.72
CP,pressures,3,58.83
CP,pressures,4,46.48
CP,pressures,5,53.51
CP,pressures,6,60.39
CP,resilience,1,77.99
CP,resilience,2,74.85
CP,resilience,3,75.5
CP,resilience,4,77
CP,resilience,5,78.13
CP,resilience,6,74.94
CP,score,0,57.06
CP,score,1,43.39
CP,score,2,47.48
CP,score,3,61.31
CP,score,4,69.6
CP,score,5,56.11
CP,score,6,43.69
CP,status,0,62.89
CP,status,1,54
CP,status,2,52
CP,status,3,68
CP,status,4,70
CP,status,5,64
CP,status,6,52
CP,trend,1,-0.62
CP,trend,2,-0.4
CP,trend,3,-0.38
CP,trend,4,-0.17
CP,trend,5,-0.49
CP,trend,6,-0.55
CS,future,0,63.09
CS,future,1,33.66
CS,future,2,46.17
CS,future,3,77.4
CS,future,4,76.27
CS,future,5,49.33
CS,future,6,38.01
CS,pressures,1,71.06
CS,pressures,2,39.91
CS,pressures,3,54.49
CS,pressures,4,42.41
CS,pressures,5,48.93
CS,pressures,6,55.41
CS,resilience,1,77.99
CS,resilience,2,74.85
CS,resilience,3,75.5
CS,resilience,4,77
CS,resilience,5,78.13
CS,resilience,6,74.94
CS,score,0,65.94
CS,score,1,44.16
CS,score,2,50.58
CS,score,3,78.1
CS,score,4,74.83
CS,score,5,56.69
CS,score,6,45.83
CS,status,0,68.79
CS,status,1,54.66
CS,status,2,55
CS,status,3,78.8
CS,status,4,73.38
CS,status,5,64.06
CS,status,6,53.66
CS,trend,1,-0.61
CS,trend,2,-0.41
CS,trend,3,-0.13
CS,trend,4,-0.11
CS,trend,5,-0.49
CS,trend,6,-0.53
CW,future,0,72.22
CW,future,1,79.05
CW,future,2,67.78
CW,future,3,76.59
CW,future,4,62.42
CW,future,5,71.63
CW,future,6,72.87
CW,pressures,1,100
CW,pressures,2,100
CW,pressures,3,100
CW,pressures,4,100
CW,pressures,5,100
CW,pressures,6,100
CW,resilience,1,91.56
CW,resilience,2,91.56
CW,resilience,3,91.56
CW,resilience,4,91.56
CW,resilience,5,91.56
CW,resilience,6,91.56
CW,score,0,75.69
CW,score,1,82.21
CW,score,2,71.15
CW,score,3,79.41
CW,score,4,67.81
CW,score,5,75.37
CW,score,6,76.32
CW,status,0,79.16
CW,status,1,85.36
CW,status,2,74.51
CW,status,3,82.24
CW,status,4,73.19
CW,status,5,79.12
CW,status,6,79.77
CW,trend,1,-0.07
CW,trend,2,-0.09
CW,trend,3,-0.06
CW,trend,4,-0.18
CW,trend,5,-0.1
CW,trend,6,-0.09
DA,future,0,42.8
DA,future,1,37.9
DA,future,2,58.8
DA,future,3,36.32
DA,future,4,52
DA,future,5,48.41
DA,future,6,23.64
DA,pressures,1,
DA,pressures,2,
DA,pressures,3,
DA,pressures,4,
DA,pressures,5,
DA,pressures,6,
DA,resilience,1,
DA,resilience,2,
DA,resilience,3,
DA,resilience,4,
DA,resilience,5,
DA,resilience,6,
DA,score,0,39.76
DA,score,1,33
DA,score,2,57.28
DA,score,3,32.9
DA,score,4,49.55
DA,score,5,43.78
DA,score,6,21.3
DA,status,0,36.72
DA,status,1,28.1
DA,status,2,55.77
DA,status,3,29.47
DA,status,4,47.1
DA,status,5,39.14
DA,status,6,18.96
DA,trend,1,0.5
DA,trend,2,0.14
DA,trend,3,0.5
DA,trend,4,0
DA,trend,5,0.47
DA,trend,6,0.51
ECL,future,0,23.97
ECL,future,1,33.87
ECL,future,2,17.59
ECL,future,3,23.4
ECL,future,4,28.43
ECL,future,5,33.14
ECL,future,6,15.78
ECL,pressures,1,77.62
ECL,pressures,2,72.53
ECL,pressures,3,77.74
ECL,pressures,4,46.08
ECL,pressures,5,77.9
ECL,pressures,6,78.16
ECL,resilience,1,91.56
ECL,resilience,2,91.56
ECL,resilience,3,91.56
ECL,resilience,4,91.56
ECL,resilience,5,91.56
ECL,resilience,6,91.56
ECL,score,0,20.3
ECL,score,1,33.12
ECL,score,2,15.81
ECL,score,3,18.52
ECL,score,4,26.58
ECL,score,5,26.46
ECL,score,6,12.49
ECL,status,0,16.62
ECL,status,1,32.38
ECL,status,2,14.02
ECL,status,3,13.64
ECL,status,4,24.72
ECL,status,5,19.79
ECL,status,6,9.2
ECL,trend,1,0
ECL,trend,2,0.29
ECL,trend,3,1
ECL,trend,4,0
ECL,trend,5,0.94
ECL,trend,6,1
ECO,future,0,77.13
ECO,future,1,90.39
ECO,future,2,79.29
ECO,future,3,80.41
ECO,future,4,38.34
ECO,future,5,100
ECO,future,6,89.91
ECO,pressures,1,54.56
ECO,pressures,2,58.45
ECO,pressures,3,64.98
ECO,pressures,4,77.88
ECO,pressures,5,35.54
ECO,pressures,6,44.62
ECO,resilience,1,68.92
ECO,resilience,2,41.82
ECO,resilience,3,44.06
ECO,resilience,4,57.79
ECO,resilience,5,58.23
ECO,resilience,6,48.64
ECO,score,0,82.8
ECO,score,1,91.38
ECO,score,2,85.1
ECO,score,3,86.61
ECO,score,4,50.93
ECO,score,5,99.01
ECO,score,6,91.13
ECO,status,0,88.48
ECO,status,1,92.37
ECO,status,2,90.92
ECO,status,3,92.8
ECO,status,4,63.51
ECO,status,5,98.02
ECO,status,6,92.34
ECO,trend,1,-0.1
ECO,trend,2,-0.11
ECO,trend,3,-0.1
ECO,trend,4,-0.49
ECO,trend,5,-0.02
ECO,trend,6,-0.06
FIS,future,0,52.09
FIS,future,1,100
FIS,future,2,47.79
FIS,future,3,42.98
FIS,future,4,60.54
FIS,future,5,56.47
FIS,future,6,55.97
FIS,pressures,1,35.68
FIS,pressures,2,50.25
FIS,pressures,3,47.25
FIS,pressures,4,18.6
FIS,pressures,5,54.97
FIS,pressures,6,61.19
FIS,resilience,1,75.75
FIS,resilience,2,70.53
FIS,resilience,3,71.19
FIS,resilience,4,73.02
FIS,resilience,5,74.1
FIS,resilience,6,70.81
FIS,score,0,47.21
FIS,score,1,79.6
FIS,score,2,44.8
FIS,score,3,41.04
FIS,score,4,51.17
FIS,score,5,51.38
FIS,score,6,50.58
FIS,status,0,42.33
FIS,status,1,59.2
FIS,status,2,41.8
FIS,status,3,39.1
FIS,status,4,41.8
FIS,status,5,46.3
